nm_jogo,nota_rank,nota_media,qt_avaliacoes,link,slug
Entre Linhas Superinteressante,7.55,8.01,172,https://ludopedia.com.br/jogo/entre-linhas-superinteressante,entre-linhas-superinteressante
Mythic Battles: Pantheon,7.55,8.85,60,https://ludopedia.com.br/jogo/mythic-battles-pantheon,mythic-battles-pantheon
Dez Pragas do Egito,7.55,9.21,47,https://ludopedia.com.br/jogo/dez-pragas-do-egito,dez-pragas-do-egito
Legendary Encounters: An Alien Deck Building Game,7.55,8.26,110,https://ludopedia.com.br/jogo/legendary-encounters-an-alien-deck-building-game,legendary-encounters-an-alien-deck-building-game
Agra,7.55,8.09,143,https://ludopedia.com.br/jogo/agra,agra
Tawantinsuyu: O Império Inca,7.55,7.9,222,https://ludopedia.com.br/jogo/tawantinsuyu-the-inca-empire,tawantinsuyu-the-inca-empire
Mar de Mentiras,7.55,8.19,121,https://ludopedia.com.br/jogo/mar-de-mentiras,mar-de-mentiras
In the Year of the Dragon,7.55,7.88,237,https://ludopedia.com.br/jogo/in-the-year-of-the-dragon,in-the-year-of-the-dragon
Segue o Fluxo,7.55,8.02,166,https://ludopedia.com.br/jogo/segue-o-fluxo,segue-o-fluxo
Kardnarök,7.54,8.12,134,https://ludopedia.com.br/jogo/kardnarok,kardnarok
Hanabi,7.54,7.58,1972,https://ludopedia.com.br/jogo/hanabi,hanabi
Whistle Stop,7.54,7.75,380,https://ludopedia.com.br/jogo/whistle-stop,whistle-stop
Khôra: Ascensão de um Império,7.54,7.96,185,https://ludopedia.com.br/jogo/khora-rise-of-an-empire,khora-rise-of-an-empire
Ratjack,7.54,7.89,219,https://ludopedia.com.br/jogo/ratjack,ratjack
Merv: The Heart of the Silk Road,7.54,8.18,120,https://ludopedia.com.br/jogo/merv-the-heart-of-the-silk-road,merv-the-heart-of-the-silk-road
Taco Gato Cabra Queijo Pizza: ao Contrário (Família Taco Gato),7.54,8.04,155,https://ludopedia.com.br/jogo/taco-cat-goat-cheese-pizza-on-the-flip-side,taco-cat-goat-cheese-pizza-on-the-flip-side
Corrida Maluca,7.54,7.73,407,https://ludopedia.com.br/jogo/wacky-races-the-board-game,wacky-races-the-board-game
Quartz: O Jogo de Cartas,7.54,7.7,487,https://ludopedia.com.br/jogo/quartz-o-jogo-de-cartas,quartz-o-jogo-de-cartas
Ticket to Ride: Londres,7.54,7.77,331,https://ludopedia.com.br/jogo/ticket-to-ride-london,ticket-to-ride-london
Airlines Europe,7.54,8.08,141,https://ludopedia.com.br/jogo/airlines-europe,airlines-europe
New York 1901,7.54,7.73,407,https://ludopedia.com.br/jogo/new-york-1901,new-york-1901
Porta Nigra,7.54,8.25,108,https://ludopedia.com.br/jogo/porta-nigra,porta-nigra
Àiyé,7.53,8.14,126,https://ludopedia.com.br/jogo/aiye,aiye
Kokeshi,7.53,8.15,125,https://ludopedia.com.br/jogo/kokeshi,kokeshi
Red7,7.53,7.59,1328,https://ludopedia.com.br/jogo/red7,red7
Fief: France 1429,7.53,8.09,137,https://ludopedia.com.br/jogo/fief-france-1429,fief-france-1429
Skull King,7.53,7.96,179,https://ludopedia.com.br/jogo/skull-king,skull-king
Azul Duel,7.53,7.96,181,https://ludopedia.com.br/jogo/azul-duel,azul-duel
Rumble Nation: Deluxe Edition,7.53,7.98,171,https://ludopedia.com.br/jogo/rumble-nation-deluxe-edition,rumble-nation-deluxe-edition
Discoveries: The Journals of Lewis & Clark,7.53,7.7,437,https://ludopedia.com.br/jogo/discoveries-the-journals-of-lewis-clark,discoveries-the-journals-of-lewis-clark
Dragon Quest,7.53,8.08,139,https://ludopedia.com.br/jogo/dragon-quest,dragon-quest
Fallout Shelter: The Board Game,7.53,7.9,203,https://ludopedia.com.br/jogo/fallout-shelter-the-board-game,fallout-shelter-the-board-game
Ricochet Robots,7.53,7.66,586,https://ludopedia.com.br/jogo/ricochet-robots,ricochet-robots
Tinco,7.53,7.63,756,https://ludopedia.com.br/jogo/tinco,tinco
LHAMA,7.52,7.62,829,https://ludopedia.com.br/jogo/-l-l-a-m-a,-l-l-a-m-a
King of New York,7.52,7.68,484,https://ludopedia.com.br/jogo/king-of-new-york,king-of-new-york
Red Rising,7.52,7.74,344,https://ludopedia.com.br/jogo/red-rising,red-rising
Kingdom Builder,7.52,7.66,534,https://ludopedia.com.br/jogo/kingdom-builder,kingdom-builder
Men-Nefer,7.52,8.67,66,https://ludopedia.com.br/jogo/men-nefer,men-nefer
Futboard,7.52,7.82,251,https://ludopedia.com.br/jogo/futboard,futboard
Kraftwagen,7.52,8.09,132,https://ludopedia.com.br/jogo/kraftwagen,kraftwagen
Inis,7.52,8.03,148,https://ludopedia.com.br/jogo/inis,inis
Dobro,7.52,7.6,897,https://ludopedia.com.br/jogo/dobro,dobro
Seasons,7.52,7.77,305,https://ludopedia.com.br/jogo/seasons,seasons
Little Town,7.52,7.82,249,https://ludopedia.com.br/jogo/little-town,little-town
Zenkai: Adventure,7.52,8.65,67,https://ludopedia.com.br/jogo/zenkai-adventure,zenkai-adventure
Lata,7.52,8.01,154,https://ludopedia.com.br/jogo/lata,lata
Batman: Gotham City Chronicles,7.51,8.45,81,https://ludopedia.com.br/jogo/batman-gotham-city-chronicles,batman-gotham-city-chronicles
LEGO Monkey Palace,7.51,8.0,156,https://ludopedia.com.br/jogo/lego-monkey-palace,lego-monkey-palace
Quest,7.51,8.04,143,https://ludopedia.com.br/jogo/quest,quest
StarCraft: The Board Game,7.51,8.25,103,https://ludopedia.com.br/jogo/starcraft-the-board-game,starcraft-the-board-game
Engis,7.51,8.77,60,https://ludopedia.com.br/jogo/engis,engis
Goa,7.51,8.15,118,https://ludopedia.com.br/jogo/goa,goa
Captain Flip,7.51,7.82,244,https://ludopedia.com.br/jogo/captain-flip,captain-flip
Pandemic: Queda de Roma,7.51,8.08,133,https://ludopedia.com.br/jogo/pandemic-fall-of-rome,pandemic-fall-of-rome
Coal Baron,7.51,8.22,106,https://ludopedia.com.br/jogo/coal-baron,coal-baron
Dobble: À Prova D'Água,7.51,7.73,352,https://ludopedia.com.br/jogo/dobble-waterproof,dobble-waterproof
Art Society,7.51,8.26,101,https://ludopedia.com.br/jogo/art-society,art-society
Dogs,7.51,7.64,591,https://ludopedia.com.br/jogo/dogs,dogs
Chinatown,7.51,8.19,110,https://ludopedia.com.br/jogo/chinatown,chinatown
Passaporte Mundo,7.51,8.1,127,https://ludopedia.com.br/jogo/passaporte-mundo,passaporte-mundo
O Senhor dos Anéis: O Confronto,7.51,7.72,346,https://ludopedia.com.br/jogo/lord-of-the-rings-the-confrontation-2005,lord-of-the-rings-the-confrontation-2005
Athos Bulcão | Master Pieces,7.51,8.9,54,https://ludopedia.com.br/jogo/athos-bulcao-master-pieces,athos-bulcao-master-pieces
Beaver Creek,7.51,7.69,418,https://ludopedia.com.br/jogo/beaver-creek,beaver-creek
Zombicide: Dark Side,7.51,8.6,69,https://ludopedia.com.br/jogo/zombicide-dark-side,zombicide-dark-side
Dobble: Harry Potter,7.5,7.66,479,https://ludopedia.com.br/jogo/dobble-harry-potter,dobble-harry-potter
Van Gogh,7.5,8.17,112,https://ludopedia.com.br/jogo/van-gogh,van-gogh
Exploding Kittens Proibidão,7.5,7.67,440,https://ludopedia.com.br/jogo/exploding-kittens-nsfw-deck,exploding-kittens-nsfw-deck
Imperial,7.5,8.26,99,https://ludopedia.com.br/jogo/imperial,imperial
Rio 1808,7.5,8.26,99,https://ludopedia.com.br/jogo/rio-1808,rio-1808
Summoner Wars: Elfos da Fênix vs. Orcs da Tundra,7.5,7.78,269,https://ludopedia.com.br/jogo/summoner-wars-phoenix-elves-vs-tundra-orcs,summoner-wars-phoenix-elves-vs-tundra-orcs
Santa Monica,7.5,7.83,227,https://ludopedia.com.br/jogo/santa-monica,santa-monica
O Pequeno Príncipe : Faça um Planeta,7.5,7.73,322,https://ludopedia.com.br/jogo/the-little-prince-make-me-a-planet,the-little-prince-make-me-a-planet
Fort,7.5,7.7,384,https://ludopedia.com.br/jogo/fort,fort
Enseada dos Mercadores,7.5,8.08,130,https://ludopedia.com.br/jogo/merchants-cove,merchants-cove
Hive Carbon,7.5,8.35,88,https://ludopedia.com.br/jogo/hive-carbon,hive-carbon
Nemesis: Lockdown,7.5,8.59,69,https://ludopedia.com.br/jogo/nemesis-lockdown,nemesis-lockdown
Myrmes,7.5,7.92,179,https://ludopedia.com.br/jogo/myrmes,myrmes
Star Wars: X-Wing (Second Edition),7.5,8.34,89,https://ludopedia.com.br/jogo/star-wars-x-wing-second-edition,star-wars-x-wing-second-edition
Unstable Unicorns,7.5,7.75,301,https://ludopedia.com.br/jogo/unstable-unicorns,unstable-unicorns
Tichu,7.5,7.81,238,https://ludopedia.com.br/jogo/tichu,tichu
1920 Wall Street,7.5,7.75,300,https://ludopedia.com.br/jogo/1920-wall-street,1920-wall-street
Notre Dame: 10th Anniversary,7.5,8.16,113,https://ludopedia.com.br/jogo/notre-dame-10th-anniversary,notre-dame-10th-anniversary
Kingsburg,7.5,7.76,284,https://ludopedia.com.br/jogo/kingsburg,kingsburg
Pest,7.5,8.41,82,https://ludopedia.com.br/jogo/pest,pest
Jórvík,7.5,7.59,808,https://ludopedia.com.br/jogo/jorvik,jorvik
Hegemony: Lead Your Class to Victory,7.5,9.42,39,https://ludopedia.com.br/jogo/hegemony-lead-your-class-to-victory,hegemony-lead-your-class-to-victory
That Time You Killed Me,7.5,7.91,182,https://ludopedia.com.br/jogo/that-time-you-killed-me,that-time-you-killed-me
Rush M.D.,7.5,8.14,116,https://ludopedia.com.br/jogo/rush-m-d,rush-m-d
Jamaica,7.5,7.94,168,https://ludopedia.com.br/jogo/jamaica,jamaica
Tsukuyumi: A Queda da Lua,7.5,8.12,119,https://ludopedia.com.br/jogo/tsukuyumi-full-moon-down,tsukuyumi-full-moon-down
Vanuatu (Second Edition),7.49,8.33,89,https://ludopedia.com.br/jogo/vanuatu-second-edition,vanuatu-second-edition
Nations,7.49,7.98,153,https://ludopedia.com.br/jogo/nations,nations
Evolution,7.49,7.88,195,https://ludopedia.com.br/jogo/evolution,evolution
Quarriors!,7.49,7.55,1283,https://ludopedia.com.br/jogo/quarriors,quarriors
Celestia,7.49,7.61,659,https://ludopedia.com.br/jogo/celestia,celestia
The Big Book of Madness,7.49,7.77,265,https://ludopedia.com.br/jogo/the-big-book-of-madness,the-big-book-of-madness
River Dragons,7.49,7.76,281,https://ludopedia.com.br/jogo/river-dragons-dragon-delta,river-dragons-dragon-delta
Pipeline,7.49,8.03,139,https://ludopedia.com.br/jogo/pipeline,pipeline
Caçadores da Galáxia,7.49,7.76,275,https://ludopedia.com.br/jogo/cacadores-da-galaxia,cacadores-da-galaxia
1846: The Race for the Midwest,7.49,8.44,78,https://ludopedia.com.br/jogo/1846-the-race-for-the-midwest,1846-the-race-for-the-midwest
Prehistory,7.49,7.94,163,https://ludopedia.com.br/jogo/prehistory,prehistory
Belfort: Limited Edition,7.49,8.05,132,https://ludopedia.com.br/jogo/belfort-limited-edition,belfort-limited-edition
Everdell Duo,7.49,8.44,78,https://ludopedia.com.br/jogo/everdell-duo,everdell-duo
